episode_steps,scores
601,-5.8365940506322325
602,23.545588429639512
603,-9.360826035009227
604,23.898128706107695
605,-9.705188310033165
606,44.368833693994056
607,60.108284528244646
608,28.74533201952183
609,24.78283540565383
610,7.604260692430137
611,0.9222274287470709
612,-6.339365566242311
613,55.34437882465362
614,35.86851419040666
615,5.645165661945268
616,26.024637319276657
617,6.190161557229153
618,43.01799579071502
619,-9.19809894663765
620,3.45993113612575
621,-4.06592798323472
622,13.99554449380973
623,-38.189786450153036
624,4.636198976670993
625,-5.787754071058889
626,-8.351636090562115
627,19.74539464550849
628,0.8369349303880904
629,-94.88738178797043
630,17.954534797635496
631,18.233516464351194
632,-17.23862839336882
633,0.5803885488218794
634,-0.012561611380328408
635,11.550041369084058
636,14.925401718823336
637,0.009466899090275122
638,-21.837338407265023
639,18.493919228370473
640,9.167656531781896
641,3.0639077550478175
642,13.312978044264161
643,31.85123944273727
644,5.494950237761071
645,26.19797364414553
646,39.909861724718596
647,4.072229108441456
648,26.817794701325926
649,16.351500566860327
650,2.626813633136676
651,-7.442843195503088
652,16.63599242476184
653,-154.40065809975323
654,-11.157461910750879
655,-1.8552264162540661
656,-17.246177494800676
657,17.578266760007796
658,18.934741199394153
659,-13.621897400194479
660,5.913986766554343
661,28.43107536339429
662,21.084076277219665
663,-2.9827303068949744
664,0.3664837788071076
665,16.8497045199099
666,4.179403092850614
667,8.591467646559007
668,-9.186491855305103
669,-9.614002542402762
670,-12.477858344704202
671,-50.74965597172552
672,0.1617116939758041
673,2.8061643722378378
674,-163.3284109440969
675,-0.12342514525082904
676,20.934972686723672
677,-10.420003235848096
678,13.481404848153103
679,12.079767564825632
680,21.380449960769727
681,-3.36467448687191
682,-201.90990126021265
683,3.072905549779075
684,-11.566903525331126
685,-3.2716707990608995
686,7.945484960049021
687,-50.09770875273583
688,13.716241178335416
689,2.5254530628308096
690,7.370673288349739
691,22.245032831300012
692,7.720253121184328
693,-14.258399049087869
694,-2.1504164731426147
695,-5.333404883742408
696,-17.018581522139545
697,-14.76444309237314
698,-12.598210514986791
699,-17.405229564488543
700,-15.310969647658347
701,23.852283888178135
702,1.3703161114388542
703,-6.582578426685172
704,2.8143998575215288
705,-85.92104150919572
706,-18.830800722521804
707,-10.95941672964181
708,-30.724614398202267
709,-18.602426223337282
710,-21.200355195034533
711,-24.47689194707785
712,-8.990774608266108
713,-4.453867746539326
714,-19.44615000587039
715,-14.747890767641968
716,14.10990680819526
717,-63.036852028567814
718,-19.990039510226588
719,-10.887901102710874
720,-250.01926034782804
721,-137.0616278200806
722,-47.66196024999152
723,-6.215651524168269
724,-30.596027448343023
725,-21.508461672101593
726,-37.93964970631064
727,-26.957668978205025
728,-20.354180947364995
729,-64.43648484683159
730,3.0456575949875075
731,-35.806773856695614
732,-28.627830566223547
733,-45.16113953508393
734,13.391677455695364
735,-61.62851930614146
736,-76.43421433638018
737,-1.17697372711183
738,-38.09178140308936
739,-34.15906271093419
740,-42.540385663378196
741,-32.24132327479875
742,-3.79669763594743
743,-41.83419292186602
744,-16.619919711060877
745,-13.711101219066403
746,-18.481586753141215
747,-73.19791894570962
748,-15.125973196458904
749,-75.31668304849424
750,-197.7740782283782
751,-22.23158329087447
752,3.2667855334308955
753,-56.41537842380038
754,-95.28791941236716
755,-10.823043630239209
756,-12.024371128882464
757,-44.435268519744774
758,-7.770912314141419
759,-13.904643104939717
760,-11.567962890021606
761,21.526989751567154
762,-18.957833458619742
763,-14.350835181743316
764,4.962982528356584
765,-34.278174777811564
766,-15.514634186951016
767,8.214838295520199
768,-22.28833718324834
769,-8.46909956201902
770,-21.97154483451519
771,-32.74423670151954
772,-47.67433688157413
773,-39.848032733085944
774,-43.88313169508654
775,-15.670355695301623
776,-39.3263959143162
777,-9.124268873751475
778,-20.48408231004508
779,-20.71080256487815
780,-44.29168265279925
781,-11.128259228959509
782,-18.03715523514061
783,-35.260614505067835
784,-42.18379072668103
785,-14.427974333856593
786,-30.496454220745893
787,19.72417658859598
788,-19.098727402002464
789,-15.729453958235005
790,-22.328230580544247
791,1.4665389849064898
792,28.8640295451861
793,-10.148509219682584
794,-18.012594872870036
795,0.7931375326032881
796,-27.917139289208308
797,-4.1268091563121025
798,-77.44033947593859
799,5.308410684087996
800,-22.22051203130854
801,-21.45010817981198
802,-15.065249810810293
803,-6.8934960606597135
804,-19.59688604239515
805,-14.631947573686205
806,-16.403429599377706
807,-24.461823470763836
808,-17.239184946288688
809,-18.310059926566993
810,-3.051671025437652
811,-25.96210400686553
812,-29.132359725988373
813,0.7840203975137647
814,-37.07696521465847
815,-25.24894640242654
816,-35.24162142256723
817,-44.08331512305182
818,-74.88983431007487
819,-28.038828796896635
820,-12.666207092487939
821,-6.3920909325678315
822,-28.43139053747194
823,-23.109011266741025
824,-47.522299543282614
825,-9.843146267973482
826,-36.593146712431
827,-20.19005217837514
828,-56.22095643804895
829,-60.82069924676715
830,-7.67500315154061
831,7.166123660647971
832,-54.226107288660735
833,-55.816352016946226
834,-66.492483458063
835,-0.0962267798584655
836,5.905433838362391
837,-57.5461632542168
838,-40.72340823168376
839,-43.198384159359385
840,-45.87818689250894
841,-41.9468569078297
842,-44.123140134571514
843,-67.78133436862883
844,-47.783720594896515
845,-15.743919544051426
846,-58.14901082360471
847,-14.174387303311779
848,-42.71474985100715
849,-33.9951394383068
850,-24.350798890979604
851,-51.41984314961735
852,-25.403145259645086
853,-24.135735794118307
854,-187.2163073342721
855,-14.111214652082808
856,-28.64497180387808
857,-29.65618580434798
858,-45.37230780020128
859,-40.604019185903184
860,-27.693517156297997
861,-23.9219347376944
862,-100.18169232988787
863,-35.97351940421738
864,-38.07921832726293
865,-54.34972248992539
866,-31.686755330530943
867,-48.83829070715882
868,-18.789595784656974
869,-47.03219424365379
870,-3.8560326476276803
871,-24.077976178449283
872,-75.49090429838684
873,-49.34360626333323
874,-81.86584587991233
875,-27.73148302631444
876,-37.25327270365307
877,-56.10986353259441
878,-32.33025597857664
879,-43.497756457294855
880,-28.592857641221542
881,-40.349467391399266
882,-9.454614597043363
883,-37.16416426587619
884,-269.1411453908993
885,21.282562327553524
886,-10.829562090400886
887,-175.75375936246078
888,-12.51829506254519
889,-41.50040432493735
890,-42.475435392682954
891,-47.78531402328744
892,-163.3671901191821
893,-17.579676265748194
894,-0.6114083043410259
895,-21.214770329115236
896,-0.10107628784927364
897,-40.985997361585206
898,-48.66019420749177
899,-12.529116756793291
900,-116.47383446973907
901,-25.161001566588155
902,-41.472554733987785
903,-237.22884176179082
904,-51.22189063363068
905,-170.63868564968078
906,-35.72018369501476
907,-40.70086903671731
908,-32.97645373649525
909,-28.250578480782355
910,-9.441703324613671
911,-21.839548536371115
912,-22.779656703513577
913,-25.72384653237544
914,-18.67321306283436
915,-25.101501661933135
916,0.7100007854679653
917,-38.272415235434984
918,7.347406984749832
919,-3.149746344374412
920,2.8438933197619827
921,-15.59297993694595
922,-7.1988938482224025
923,-29.62142098835137
924,-12.139979885951782
925,-3.4001698457425187
926,-0.426823858468448
927,-33.938968981781294
928,1.4913672408422578
929,-24.449688776706562
930,-14.54459850193745
931,-30.462542897850007
932,-8.669296542630946
933,1.6180198923184275
934,-25.404964835714388
935,-39.33758566224465
936,-17.542691013001086
937,-1.8158696197401265
938,-28.015002785558423
939,-18.515046062895436
940,-37.43758508778881
941,-31.474551287332787
942,-7.760674747045185
943,4.421330975064245
944,-26.734041182243075
945,-33.56643229684046
946,0.23347773950593353
947,-25.202142637144306
948,8.950867522251947
949,25.151913818305914
950,-0.17061333025664033
951,31.096798601387153
952,4.890456228548595
953,-11.445227877539619
954,24.834504438366714
955,3.6055228628985256
956,-6.698350837689317
957,24.629973993876447
958,33.021083950009135
959,-22.47704000596188
960,-6.660763277795794
961,26.009117993003585
962,12.459273454486844
963,-22.146913866116897
964,-18.798296925621543
965,14.801617339798925
966,-20.649797132207215
967,4.968524580742867
968,30.50748151708396
969,2.0138582362986908
970,-24.639835590090286
971,-23.351741937183544
972,12.970731108857564
973,8.733995387239954
974,-36.61709115265669
975,-18.636346880688254
976,43.898899018934316
977,-6.422267451274859
978,8.49477052748021
979,24.61603040665696
980,26.410941745946193
981,-12.775431352746315
982,-43.093113590796136
983,13.053498716442574
984,-2.145209521325836
985,-19.531625106479122
986,8.496192368510892
987,23.45904348193157
988,-33.38297020933737
989,31.31188542752707
990,25.554165220054298
991,0.08666925629579292
992,-17.626436420249142
993,-6.328674463327122
994,38.61710360406774
995,9.248868587398162
996,36.05655817999899
997,-10.71986296893093
998,-8.154417349047508
999,-10.241021053766055
1000,29.74272946646013
1001,34.90492442314849
1002,-3.538074523241697
1003,-12.30381557483901
1004,8.91062072201804
1005,9.104791381588031
1006,20.336194876786138
1007,40.70574213979752
1008,11.44508930404785
1009,20.227427445668855
1010,17.56560626334648
1011,46.66300293420722
1012,7.891387286332875
1013,2.059976047261995
1014,22.61447800206059
1015,5.040570282135686
1016,4.7862514361597635
1017,8.012094631203265
1018,3.833149102359938
1019,-6.541852566665043
1020,-16.919895977712326
1021,27.087567366888834
1022,33.338207498642454
1023,1.2060409991375536
1024,5.546012345423605
1025,-1.22452499539048
1026,19.028555544580055
1027,-5.952399713226932
1028,-6.54572293949491
1029,21.39071685310257
1030,10.891782563621716
1031,18.89588498770822
1032,19.655156021469157
1033,-6.527992895836707
1034,7.0964072220592405
1035,19.528320038783182
1036,4.118192620524141
1037,-0.008652975411941988
1038,2.1856660779747585
1039,-4.1514536088802085
1040,48.72605191001066
1041,19.05664627905085
1042,-37.182916995647616
1043,16.890593633015904
1044,-11.706753913268477
1045,-1.2528957119920874
1046,-4.90316731336752
1047,2.5022094369772825
1048,21.156159914665277
1049,-26.030691836820655
1050,-4.282527285653477
1051,-29.714421712050434
1052,13.074439863568573
1053,-1.061612872301553
1054,-19.775611463390725
1055,14.487516285492921
1056,10.927753784765661
1057,-11.975549064903337
1058,1.0592495614420214
1059,-0.34663326397475
1060,-9.01631828698612
1061,-10.810673963168263
1062,-4.366939481565034
1063,11.430013710844948
1064,-15.033796422270697
1065,2.1152805543132542
1066,2.087978193249873
1067,17.343570292349487
1068,16.339937043391128
1069,4.760682899214636
1070,5.483106467190581
1071,3.782683386247791
1072,-16.761098285013354
1073,25.63061203315661
1074,-2.883849297428884
1075,1.8464544314283777
1076,38.11898056263035
1077,7.874589909906267
1078,27.5563131378091
1079,12.56459041313111
1080,-8.433082605246861
1081,-16.457623266589394
1082,24.891886637593867
1083,19.35028485102919
1084,-6.089635598350337
1085,25.916360058635178
1086,3.363977570729543
1087,15.469932986099808
1088,-15.403240308751958
1089,10.727224922099088
1090,-10.03694963747863
1091,-5.550641107396538
1092,-6.520027697843924
1093,16.407646354441557
1094,1.9938189388600323
1095,-24.63544371455821
1096,-10.906884109710408
1097,12.77414018545345
1098,13.632156650606511
1099,0.7663870968735105
1100,14.804156980478858
1101,16.216920704048366
1102,11.942954720395491
1103,-3.3355316298251934
1104,-14.536122039952296
1105,9.413384378803956
1106,7.645106339061841
1107,-3.897506047194229
1108,9.024649911790858
1109,-27.952328371815955
1110,-2.890413858622442
1111,11.01155435288774
1112,-9.0602807377799
1113,7.471434392436794
1114,-21.365565768767297
1115,-4.30752789430278
1116,5.598054051631646
1117,18.178611153197913
1118,-24.58655932769963
1119,2.722789932802238
1120,-4.398129141043293
1121,10.58489617989798
1122,-12.577074061485362
1123,7.708910703328648
1124,-17.324450592410578
1125,-11.464922859866027
1126,-0.05586224078843882
1127,-8.019310844559367
1128,-10.658314906270975
1129,0.689708004395871
1130,-7.121056280331772
1131,-30.07339980332214
1132,9.88804483924222
1133,4.751218554859068
1134,5.57573139545466
1135,-0.7551442054362987
1136,-11.883275412602574
1137,-10.455714752204209
1138,27.95250486431237
1139,-6.46192017781852
1140,22.83135704287791
1141,31.39225065496467
1142,15.490206016957053
1143,17.13523649853294
1144,-8.345088937211703
1145,6.974009438490366
1146,-9.193417561485317
1147,20.43479745601635
1148,-17.448597723628232
1149,-28.911796255876606
1150,17.81567716891936
1151,-3.263597053243857
1152,-1.3539258252394322
1153,18.021491706470535
1154,22.77655918170126
1155,34.74381975869379
1156,12.86893977834883
1157,22.968900688558644
1158,-23.295644262224734
1159,28.136797315087033
1160,9.868101606917888
1161,16.946847189651656
1162,-28.343243018453027
1163,-18.27315134177559
1164,25.752377668147414
1165,-15.24366303942562
1166,-18.513382970257616
1167,30.351788674720016
1168,12.466371588439774
1169,13.150621741048624
1170,11.06533342594397
1171,18.605236112737895
1172,28.8425278025975
1173,14.11179461740814
1174,33.61243755544653
1175,18.578921217716527
1176,23.417320191487896
1177,18.98816795358198
1178,6.913983208455609
1179,-18.174383295342192
1180,-3.2966643129387787
1181,24.96238358477489
1182,-9.179701170510212
1183,18.634943738567454
1184,10.321134158602101
1185,-2.5568493733858713
1186,6.9206800032621745
1187,-2.2552045291017238
1188,7.6896695180639325
1189,8.494530866015495
1190,-5.925825765418321
1191,9.218429521703051
1192,28.352934510690805
1193,2.889784675420267
1194,-3.3665180874905625
1195,0.03697701487588767
1196,-48.64711916247497
1197,9.624820235080003
1198,-3.679608138568428
1199,5.371472149244747
1200,12.681190685705383
1201,2.0602652536363832
1202,8.025358486822045
1203,-13.730454256925814
1204,5.971169482890079
1205,30.248369701969352
1206,30.40780418091311
1207,-12.610272815009806
1208,11.023727750318749
1209,-3.9657232626150476
1210,22.493717618124563
1211,-1.8250158793043052
1212,-7.805394998717143
1213,18.098180575012325
1214,0.04275406418352068
1215,15.61934775815265
1216,3.801591186491504
1217,4.635644779123275
1218,22.916470745259947
1219,-1.2793101819624686
1220,-18.262528428681595
1221,-8.463510203522272
1222,22.707902390852816
1223,24.368118260184676
1224,-9.175886204705154
1225,-1.4662949505628415
1226,12.590270122128466
1227,35.78231335030226
1228,-0.5192640478214905
1229,-2.1786196567971343
1230,3.4088672154475557
1231,2.543286629497354
1232,1.9018772490213691
1233,-0.21230066737709619
1234,-21.651690081546192
1235,14.895389268972057
1236,-11.217969106108884
1237,-0.9585972558302327
1238,21.625754676232166
1239,25.868513482546756
1240,-7.714137209515784
1241,32.953516189634925
1242,-7.15762133778463
1243,15.361576500668539
1244,2.1346210103449232
1245,-6.6864402286611835
1246,11.902108919816824
1247,-4.666491915297886
1248,-4.161174599071375
1249,2.8314837565405937
1250,9.772591068024397
1251,22.68370692631765
1252,8.630517398360936
1253,4.950726992171674
1254,-4.97607631162011
1255,-8.121811507789868
1256,3.6360839844414485
1257,-5.89052016766797
1258,6.3304435622165025
1259,12.17015929271665
1260,-14.86218982543663
1261,10.461057299029301
1262,-0.6419650944712123
1263,-5.101794802541714
1264,-31.436984084669994
1265,6.398799740720265
1266,17.625048578760815
1267,9.347350808799929
1268,13.096030067338273
1269,-13.095890134833562
1270,10.377445848193402
1271,-6.34039183403469
1272,3.520843081778003
1273,-5.240576880030321
1274,14.154389750355541
1275,-1.2948443893008368
1276,6.691429272203791
1277,-0.5727372603976586
