Wall time,Step,Value
1682260225.2023327,10600,17.059001922607422
1682260252.6086152,11900,178.500732421875
1682260265.1943932,12500,102.88246154785156
1682260299.1870193,14100,96.48807525634766
1682260303.5021877,14300,178.11163330078125
1682260309.9461665,14600,22.16707420349121
1682260314.3081532,14800,91.55638885498047
1682260326.9103224,15400,169.27047729492188
1682260333.3108397,15700,56.61442947387695
1682260365.4369051,17200,84.75637817382812
1682260371.8392324,17500,88.01496887207031
1682260382.5501533,18000,86.52066802978516
1682260400.0894296,18800,5.2279791831970215
1682260419.7157826,19500,5.833226680755615
1682260436.904509,20300,4.583633899688721
1682260443.3353024,20600,85.34205627441406
1682260445.4556592,20700,196.51382446289062
1682260460.6239798,21400,89.78853607177734
1682260471.459731,21900,243.00794982910156
1682260488.6877456,22700,114.65166473388672
1682260516.8749259,24000,90.24675750732422
1682260540.889354,25100,18.209762573242188
1682260551.7792337,25600,321.69366455078125
1682260558.419416,25900,85.08290100097656
1682260577.9074492,26800,244.40139770507812
1682260580.1587644,26900,83.04767608642578
1682260601.8039527,27900,11.12391185760498
1682260612.6717942,28400,87.31719207763672
1682260617.1822014,28600,92.38072967529297
1682260619.3373506,28700,246.48883056640625
1682260628.1452875,29100,87.20893859863281
1682260645.8469598,29900,8.870820999145508
1682260663.588793,30700,43.46500015258789
1682260665.761089,30800,165.91299438476562
1682260676.663917,31300,89.60755920410156
1682260700.9983752,32400,176.2255096435547
1682260714.2301602,33000,97.44141387939453
1682260725.5934365,33500,151.9056854248047
1682260732.135645,33800,242.30555725097656
1682260759.1606045,35000,323.9692687988281
1682260772.5286694,35600,168.3915252685547
1682260783.591824,36100,93.5062255859375
1682260799.0330865,36800,100.83888244628906
1682260808.1020887,37200,14.13917350769043
1682260812.5311646,37400,96.70740509033203
1682260855.1699328,39300,214.9890594482422
1682260866.4180255,39800,94.9903564453125
1682260868.702512,39900,330.02349853515625
1682260880.1305244,40400,8.88183307647705
1682260891.39817,40900,15.1434965133667
1682260896.0491781,41100,25.824731826782227
1682260913.8901908,41900,173.18319702148438
1682260916.2231703,42000,170.95626831054688
1682260931.9989958,42700,26.711788177490234
1682260940.9047337,43100,111.79872131347656
1682260961.1648757,44000,12.578001022338867
1682260979.3878858,44800,263.42059326171875
1682261015.5798717,46400,92.4505844116211
1682261024.5562103,46800,168.91842651367188
1682261037.9233134,47400,12.119729995727539
1682261047.017295,47800,169.70130920410156
1682261051.597393,48000,181.18739318847656
1682261147.7299874,52200,343.1277160644531
1682261150.029846,52300,89.91524505615234
1682261154.6156166,52500,7.463442802429199
1682261168.4548154,53100,88.59722137451172
1682261189.0514243,54000,171.45802307128906
1682261193.5847192,54200,175.66110229492188
1682261195.845543,54300,175.95887756347656
1682261202.8535047,54600,17.88113784790039
1682261216.5547647,55200,174.32781982421875
1682261237.260627,56100,105.27789306640625
1682261244.1488683,56400,174.2581787109375
1682261246.5324633,56500,100.99980163574219
1682261269.8332732,57500,97.3714599609375
1682261309.0308185,59200,92.32855987548828
1682261313.5265532,59400,94.90402221679688
1682261345.996185,60800,22.64043617248535
1682261357.572038,61300,175.51303100585938
1682261362.237538,61500,26.55459213256836
1682261369.2085187,61800,106.84830474853516
1682261387.795423,62600,24.42449188232422
1682261401.7872238,63200,196.93959045410156
1682261406.5310054,63400,22.36341667175293
1682261413.4822025,63700,110.79441833496094
1682261427.3961349,64300,15.66642951965332
1682261439.2263148,64800,31.24026870727539
1682261462.5050201,65800,14.0064697265625
1682261476.6238704,66400,23.932241439819336
1682261490.6595461,67000,25.642641067504883
1682261500.05364,67400,96.54193115234375
1682261514.0496643,68000,266.89727783203125
1682261518.5867722,68200,69.59721374511719
1682261520.9803433,68300,104.9460220336914
1682261525.7185254,68500,18.641803741455078
1682261530.416718,68700,18.650468826293945
1682261532.7940757,68800,184.3360595703125
1682261544.326007,69300,260.1882629394531
1682261546.7975893,69400,92.09961700439453
1682261568.0547872,70300,252.37051391601562
1682261582.1518562,70900,97.33747100830078
1682261586.8799546,71100,93.12165069580078
1682261598.4572015,71600,173.3941650390625
1682261610.2912107,72100,253.18740844726562
1682261615.0272756,72300,97.05889129638672
1682261643.140001,73500,20.0673828125
1682261659.5458536,74200,97.09949493408203
1682261661.904688,74300,334.45135498046875
1682261666.5839028,74500,410.114013671875
1682261671.342297,74700,16.682369232177734
1682261673.69138,74800,178.206298828125
1682261678.4466288,75000,56.99241638183594
1682261706.8372262,76200,78.47952270507812
1682261713.9083302,76500,104.7876968383789
1682261723.378082,76900,90.64157104492188
1682261730.464061,77200,93.63475036621094
1682261737.4879706,77500,246.1016082763672
1682261746.835327,77900,17.466121673583984
1682261749.172597,78000,96.38616180419922
1682261758.6517522,78400,129.16436767578125
1682261770.445675,78900,97.87571716308594
1682261772.8032591,79000,247.22866821289062
1682261796.6739836,80000,252.10287475585938
1682261806.1905296,80400,94.78372192382812
1682261813.409862,80700,27.105754852294922
1682261832.393063,81500,90.94844818115234
1682261841.7616134,81900,94.05236053466797
1682261848.8232956,82200,252.445068359375
1682261851.17989,82300,333.89093017578125
1682261853.588318,82400,481.8534851074219
1682261870.166493,83100,182.1838836669922
1682261884.4657419,83700,96.23712158203125
1682261889.2727757,83900,178.02090454101562
1682261891.6323597,84000,102.94227600097656
1682261901.18675,84400,24.392986297607422
1682261910.6264887,84800,179.21310424804688
1682261917.8846674,85100,184.5773468017578
1682261920.2710617,85200,320.0825500488281
1682261922.6120763,85300,109.46107482910156
1682261932.0646908,85700,286.9261779785156
1682261953.3796403,86600,251.8474884033203
1682261962.84833,87000,257.4701232910156
1682261965.231695,87100,19.65637969970703
1682261967.632328,87200,17.883804321289062
1682261972.3983033,87400,21.397659301757812
1682261974.8554451,87500,17.356563568115234
1682261989.3591785,88100,94.37084197998047
1682261998.8681452,88500,18.643457412719727
1682262001.233599,88600,103.13282775878906
1682262006.0224755,88800,176.29293823242188
1682262010.9496455,89000,102.49993133544922
1682262018.1002126,89300,335.7317199707031
1682262020.3784423,89400,498.01715087890625
1682262022.8692186,89500,108.39598846435547
1682262025.2318034,89600,116.95904541015625
1682262032.6347337,89900,262.7408447265625
1682262042.2774787,90300,109.53571319580078
1682262054.1634274,90800,174.04165649414062
1682262056.536262,90900,172.94146728515625
1682262058.9351463,91000,93.90125274658203
1682262073.6327782,91600,172.28089904785156
1682262114.5934596,93300,174.48046875
1682262124.1465526,93700,29.977684020996094
1682262128.9106038,93900,173.81483459472656
1682262140.7476904,94400,188.66978454589844
1682262198.5788448,96800,272.56072998046875
1682262203.305197,97000,186.9930419921875
1682262215.4447675,97500,94.04601287841797
1682262220.3016596,97700,180.08795166015625
1682262229.8678718,98100,178.0491943359375
1682262234.6358562,98300,178.8959503173828
1682262254.155659,99100,21.14821434020996
1682262268.8187938,99700,178.40029907226562
1682262278.3488758,100100,197.7745819091797
1682262295.4090283,100800,29.804677963256836
1682262300.4309933,101000,31.681013107299805
1682262315.1734388,101600,366.703857421875
1682262319.9269025,101800,242.68515014648438
1682262327.2799559,102100,300.5372314453125
1682262329.7061663,102200,178.13592529296875
1682262334.5741289,102400,113.01763916015625
1682262354.159491,103200,103.85747528076172
1682262356.5465765,103300,190.25177001953125
1682262363.8187172,103600,236.8396759033203
1682262380.7226653,104300,35.777488708496094
1682262387.877705,104600,421.35162353515625
1682262410.0998528,105500,185.94882202148438
1682262419.8434699,105900,31.087495803833008
1682262427.233953,106200,188.82342529296875
1682262429.6266687,106300,33.77592468261719
1682262451.6458642,107200,30.02191925048828
1682262454.1353686,107300,86.66242218017578
1682262463.9772086,107700,25.22918128967285
1682262466.4786358,107800,29.11188507080078
1682262468.8699362,107900,234.37991333007812
1682262471.382878,108000,336.06134033203125
1682262481.3573399,108400,294.38677978515625
1682262483.8092587,108500,178.60125732421875
1682262491.2083757,108800,181.7564697265625
1682262493.75589,108900,23.389299392700195
1682262513.1705952,109700,22.02458953857422
1682262522.892309,110100,108.79905700683594
1682262527.76734,110300,174.79800415039062
1682262532.6707451,110500,101.98062133789062
1682262535.1585453,110600,260.9560852050781
1682262557.5623877,111500,31.8397274017334
1682262564.9234273,111800,262.1114501953125
1682262584.3858294,112600,190.3643035888672
1682262589.2112143,112800,21.60379409790039
1682262599.193935,113200,114.55221557617188
1682262601.666664,113300,192.07528686523438
1682262614.1316526,113800,101.61671447753906
1682262631.3270934,114500,114.33419799804688
1682262658.3186228,115600,99.37541961669922
1682262663.211291,115800,97.27558135986328
1682262677.8396337,116400,105.52228546142578
