Wall time,Step,Value
1681914278.3096,10600,108.31165313720703
1681914304.9248621,11900,48.399513244628906
1681914317.107825,12500,85.28839111328125
1681914349.9654474,14100,125.4249267578125
1681914354.1697683,14300,18.298114776611328
1681914360.483431,14600,149.86317443847656
1681914364.7693782,14800,63.870994567871094
1681914376.9371471,15400,57.243072509765625
1681914383.0945623,15700,36.352115631103516
1681914414.4844217,17200,33.16515350341797
1681914420.6810849,17500,23.38604736328125
1681914431.2269194,18000,20.24970245361328
1681914448.253925,18800,26.432727813720703
1681914462.922748,19500,88.37911224365234
1681914479.820933,20300,16.78059959411621
1681914486.1589184,20600,8.344060897827148
1681914488.261261,20700,23.596012115478516
1681914503.0789466,21400,36.89147186279297
1681914513.74606,21900,11.614906311035156
1681914530.5619652,22700,254.47830200195312
1681914558.2301083,24000,192.29835510253906
1681914581.6515071,25100,108.83184814453125
1681914592.2695947,25600,111.82566833496094
1681914598.777144,25900,248.3376007080078
1681914617.9288256,26800,35.932586669921875
1681914620.127778,26900,24.271915435791016
1681914641.4271567,27900,15.316694259643555
1681914652.0473955,28400,35.336448669433594
1681914656.5127537,28600,33.022010803222656
1681914658.6449134,28700,72.94503784179688
1681914667.3242834,29100,46.61663818359375
1681914684.5800173,29900,52.87422561645508
1681914702.1068854,30700,55.30203628540039
1681914704.2237997,30800,47.19630432128906
1681914714.907259,31300,153.2496337890625
1681914738.9279032,32400,19.616653442382812
1681914751.963306,33000,106.29991149902344
1681914763.070098,33500,89.55926513671875
1681914769.486064,33800,149.7845916748047
1681914796.039733,35000,28.212539672851562
1681914809.239789,35600,21.416467666625977
1681914820.1751964,36100,23.480939865112305
1681914835.5107596,36800,11.671043395996094
1681914844.476305,37200,67.65503692626953
1681914848.8924162,37400,96.41288757324219
1681914890.8988564,39300,172.3369140625
1681914901.9487607,39800,89.21338653564453
1681914904.21233,39900,85.93558502197266
1681914915.4744108,40400,41.07133102416992
1681914926.555006,40900,19.87985610961914
1681914931.2342114,41100,126.63985443115234
1681914948.791493,41900,37.242454528808594
1681914951.0093358,42000,211.85662841796875
1681914966.4466903,42700,119.04678344726562
1681914975.2169604,43100,29.87173080444336
1681914995.16903,44000,27.73297882080078
1681915013.1485403,44800,40.69418716430664
1681915048.8665478,46400,54.3213996887207
1681915057.7658908,46800,21.368391036987305
1681915071.0479746,47400,141.89942932128906
1681915080.0627031,47800,29.019458770751953
1681915084.621665,48000,13.730990409851074
1681915179.2828534,52200,53.04824447631836
